 	dT	T (0)	Base X (0)	Base Y (0)	Tip X (0)	Tip Y (0)	||[body,base]|| (0)	||[base,tip]||  (0)	||[base,tip]|| : [body,base] (0)	[base,tip] ? [body,base] (0)	?||[base,tip]|| : [body,base] (0)	||[tip(t-1),tip(t)]|| : [base,tip] (0)	||[base(t-1),base(t)]|| : [base,tip] (0)	T (1)	Base X (1)	Base Y (1)	Tip X (1)	Tip Y (1)	||[body,base]|| (1)	||[base,tip]||  (1)	||[base,tip]|| : [body,base] (1)	[base,tip] ? [body,base] (1)	?||[base,tip]|| : [body,base] (1)	||[tip(t-1),tip(t)]|| : [base,tip] (1)	||[base(t-1),base(t)]|| : [base,tip] (1)	T (2)	Base X (2)	Base Y (2)	Tip X (2)	Tip Y (2)	||[body,base]|| (2)	||[base,tip]||  (2)	||[base,tip]|| : [body,base] (2)	[base,tip] ? [body,base] (2)	?||[base,tip]|| : [body,base] (2)	||[tip(t-1),tip(t)]|| : [base,tip] (2)	||[base(t-1),base(t)]|| : [base,tip] (2)	T (3)	Base X (3)	Base Y (3)	Tip X (3)	Tip Y (3)	||[body,base]|| (3)	||[base,tip]||  (3)	||[base,tip]|| : [body,base] (3)	[base,tip] ? [body,base] (3)	?||[base,tip]|| : [body,base] (3)	||[tip(t-1),tip(t)]|| : [base,tip] (3)	||[base(t-1),base(t)]|| : [base,tip] (3)	T (4)	Base X (4)	Base Y (4)	Tip X (4)	Tip Y (4)	||[body,base]|| (4)	||[base,tip]||  (4)	||[base,tip]|| : [body,base] (4)	[base,tip] ? [body,base] (4)	?||[base,tip]|| : [body,base] (4)	||[tip(t-1),tip(t)]|| : [base,tip] (4)	||[base(t-1),base(t)]|| : [base,tip] (4)	T (5)	Base X (5)	Base Y (5)	Tip X (5)	Tip Y (5)	||[body,base]|| (5)	||[base,tip]||  (5)	||[base,tip]|| : [body,base] (5)	[base,tip] ? [body,base] (5)	?||[base,tip]|| : [body,base] (5)	||[tip(t-1),tip(t)]|| : [base,tip] (5)	||[base(t-1),base(t)]|| : [base,tip] (5)	T (6)	Base X (6)	Base Y (6)	Tip X (6)	Tip Y (6)	||[body,base]|| (6)	||[base,tip]||  (6)	||[base,tip]|| : [body,base] (6)	[base,tip] ? [body,base] (6)	?||[base,tip]|| : [body,base] (6)	||[tip(t-1),tip(t)]|| : [base,tip] (6)	||[base(t-1),base(t)]|| : [base,tip] (6)	T (7)	Base X (7)	Base Y (7)	Tip X (7)	Tip Y (7)	||[body,base]|| (7)	||[base,tip]||  (7)	||[base,tip]|| : [body,base] (7)	[base,tip] ? [body,base] (7)	?||[base,tip]|| : [body,base] (7)	||[tip(t-1),tip(t)]|| : [base,tip] (7)	||[base(t-1),base(t)]|| : [base,tip] (7)	T (8)	Base X (8)	Base Y (8)	Tip X (8)	Tip Y (8)	||[body,base]|| (8)	||[base,tip]||  (8)	||[base,tip]|| : [body,base] (8)	[base,tip] ? [body,base] (8)	?||[base,tip]|| : [body,base] (8)	||[tip(t-1),tip(t)]|| : [base,tip] (8)	||[base(t-1),base(t)]|| : [base,tip] (8)	T (9)	Base X (9)	Base Y (9)	Tip X (9)	Tip Y (9)	||[body,base]|| (9)	||[base,tip]||  (9)	||[base,tip]|| : [body,base] (9)	[base,tip] ? [body,base] (9)	?||[base,tip]|| : [body,base] (9)	||[tip(t-1),tip(t)]|| : [base,tip] (9)	||[base(t-1),base(t)]|| : [base,tip] (9)	T (10)	Base X (10)	Base Y (10)	Tip X (10)	Tip Y (10)	||[body,base]|| (10)	||[base,tip]||  (10)	||[base,tip]|| : [body,base] (10)	[base,tip] ? [body,base] (10)	?||[base,tip]|| : [body,base] (10)	||[tip(t-1),tip(t)]|| : [base,tip] (10)	||[base(t-1),base(t)]|| : [base,tip] (10)	T (11)	Base X (11)	Base Y (11)	Tip X (11)	Tip Y (11)	||[body,base]|| (11)	||[base,tip]||  (11)	||[base,tip]|| : [body,base] (11)	[base,tip] ? [body,base] (11)	?||[base,tip]|| : [body,base] (11)	||[tip(t-1),tip(t)]|| : [base,tip] (11)	||[base(t-1),base(t)]|| : [base,tip] (11)	T (12)	Base X (12)	Base Y (12)	Tip X (12)	Tip Y (12)	||[body,base]|| (12)	||[base,tip]||  (12)	||[base,tip]|| : [body,base] (12)	[base,tip] ? [body,base] (12)	?||[base,tip]|| : [body,base] (12)	||[tip(t-1),tip(t)]|| : [base,tip] (12)	||[base(t-1),base(t)]|| : [base,tip] (12)	T (13)	Base X (13)	Base Y (13)	Tip X (13)	Tip Y (13)	||[body,base]|| (13)	||[base,tip]||  (13)	||[base,tip]|| : [body,base] (13)	[base,tip] ? [body,base] (13)	?||[base,tip]|| : [body,base] (13)	||[tip(t-1),tip(t)]|| : [base,tip] (13)	||[base(t-1),base(t)]|| : [base,tip] (13)	T (14)	Base X (14)	Base Y (14)	Tip X (14)	Tip Y (14)	||[body,base]|| (14)	||[base,tip]||  (14)	||[base,tip]|| : [body,base] (14)	[base,tip] ? [body,base] (14)	?||[base,tip]|| : [body,base] (14)	||[tip(t-1),tip(t)]|| : [base,tip] (14)	||[base(t-1),base(t)]|| : [base,tip] (14)	T (15)	Base X (15)	Base Y (15)	Tip X (15)	Tip Y (15)	||[body,base]|| (15)	||[base,tip]||  (15)	||[base,tip]|| : [body,base] (15)	[base,tip] ? [body,base] (15)	?||[base,tip]|| : [body,base] (15)	||[tip(t-1),tip(t)]|| : [base,tip] (15)	||[base(t-1),base(t)]|| : [base,tip] (15)	T (16)	Base X (16)	Base Y (16)	Tip X (16)	Tip Y (16)	||[body,base]|| (16)	||[base,tip]||  (16)	||[base,tip]|| : [body,base] (16)	[base,tip] ? [body,base] (16)	?||[base,tip]|| : [body,base] (16)	||[tip(t-1),tip(t)]|| : [base,tip] (16)	||[base(t-1),base(t)]|| : [base,tip] (16)	T (17)	Base X (17)	Base Y (17)	Tip X (17)	Tip Y (17)	||[body,base]|| (17)	||[base,tip]||  (17)	||[base,tip]|| : [body,base] (17)	[base,tip] ? [body,base] (17)	?||[base,tip]|| : [body,base] (17)	||[tip(t-1),tip(t)]|| : [base,tip] (17)	||[base(t-1),base(t)]|| : [base,tip] (17)	T (18)	Base X (18)	Base Y (18)	Tip X (18)	Tip Y (18)	||[body,base]|| (18)	||[base,tip]||  (18)	||[base,tip]|| : [body,base] (18)	[base,tip] ? [body,base] (18)	?||[base,tip]|| : [body,base] (18)	||[tip(t-1),tip(t)]|| : [base,tip] (18)	||[base(t-1),base(t)]|| : [base,tip] (18)	T (19)	Base X (19)	Base Y (19)	Tip X (19)	Tip Y (19)	||[body,base]|| (19)	||[base,tip]||  (19)	||[base,tip]|| : [body,base] (19)	[base,tip] ? [body,base] (19)	?||[base,tip]|| : [body,base] (19)	||[tip(t-1),tip(t)]|| : [base,tip] (19)	||[base(t-1),base(t)]|| : [base,tip] (19)	T (20)	Base X (20)	Base Y (20)	Tip X (20)	Tip Y (20)	||[body,base]|| (20)	||[base,tip]||  (20)	||[base,tip]|| : [body,base] (20)	[base,tip] ? [body,base] (20)	?||[base,tip]|| : [body,base] (20)	||[tip(t-1),tip(t)]|| : [base,tip] (20)	||[base(t-1),base(t)]|| : [base,tip] (20)
41	40.000	41.000	23.075	14.560	21.450	12.090	4.887	2.957	2.169	10.601	0.142	0.090	0.109	41.000	15.015	15.015	7.085	13.715	12.825	8.036	7.990	102.473	0.333	NaN	-0.331	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	41.000	30.745	18.200	31.915	20.150	3.828	2.274	2.152	8.239	0.346	NaN	-0.379	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	41.000	27.820	22.425	27.755	25.610	6.695	3.186	3.185	21.324	0.135	0.001	-0.129	41.000	28.665	20.995	30.095	25.285	5.332	4.522	4.462	23.795	0.396	0.288	-0.144	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	41.000	25.740	23.985	23.985	26.910	8.513	3.411	3.265	27.796	0.084	0.056	0.033	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	45.000	17.680	18.590	11.505	19.695	10.492	6.273	6.270	65.787	-0.376	-0.064	0.331	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	69.000	23.465	21.580	16.770	27.690	8.110	9.064	8.435	68.415	0.297	NaN	-0.232	86.000	25.610	22.100	21.385	30.030	7.757	8.985	8.700	67.482	-0.175	NaN	0.057	97.000	14.625	14.300	10.530	12.480	12.548	4.481	4.132	51.845	-0.409	0.059	0.337	100.000	19.825	21.710	15.015	23.595	10.218	5.166	4.839	49.445	-0.263	0.039	1.050
42	41.000	42.000	23.010	14.820	21.515	12.155	3.680	3.056	2.226	8.192	0.057	-0.088	-0.195	42.000	12.415	14.495	7.085	13.715	14.177	5.387	5.381	76.295	-2.609	NaN	2.648	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	42.000	30.615	18.265	31.915	20.150	4.716	2.290	2.064	9.734	-0.088	NaN	-0.020	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	42.000	27.755	21.905	27.755	25.675	6.106	3.770	3.692	22.545	0.507	0.065	-0.520	42.000	28.600	20.865	30.225	25.415	5.360	4.831	4.824	25.857	0.362	0.166	-0.144	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	42.000	25.740	23.985	23.985	26.780	8.098	3.300	2.951	23.897	-0.314	-0.110	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	46.000	17.615	18.590	11.440	19.695	9.638	6.273	6.270	60.426	-9.236E-4	0.064	0.064	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	70.000	23.595	21.515	16.770	27.690	7.940	9.204	8.461	67.178	0.025	NaN	-0.140	87.000	25.545	22.425	21.450	29.965	8.222	8.580	8.448	69.459	-0.252	-0.088	0.317	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	101.000	20.150	21.580	14.950	23.660	7.862	5.601	4.549	35.760	-0.290	0.084	-0.350
43	42.000	43.000	22.945	14.885	21.515	12.155	4.241	3.082	2.092	8.873	-0.134	NaN	-0.027	43.000	13.455	14.690	7.085	13.715	13.647	6.444	6.434	87.804	1.052	NaN	-1.058	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	43.000	30.550	18.265	31.915	20.085	4.183	2.275	2.135	8.932	0.071	-0.052	-0.039	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	43.000	27.755	21.905	27.820	25.610	5.958	3.706	3.686	21.962	-0.006	-0.064	NaN	43.000	28.600	20.735	30.290	25.415	4.995	4.976	4.974	24.843	0.150	0.022	-0.122	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	43.000	25.805	23.985	23.920	26.845	8.090	3.425	3.114	25.194	0.163	0.090	-0.036	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	47.000	17.485	18.525	11.570	19.760	9.286	6.043	6.040	56.091	-0.229	-0.114	0.114	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	71.000	23.595	21.515	16.835	27.690	7.835	9.156	8.322	65.204	-0.138	-0.048	NaN	88.000	25.610	22.295	21.385	30.030	8.000	8.814	8.617	68.939	0.169	0.088	-0.145	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	102.000	21.450	21.060	15.340	23.465	6.983	6.566	5.062	35.346	0.513	-0.434	-1.400
44	43.000	44.000	22.945	15.015	21.580	12.155	4.134	3.169	2.119	8.758	0.027	-0.028	-0.117	44.000	13.195	14.625	7.020	13.650	13.803	6.251	6.246	86.211	-0.188	0.074	0.267	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	44.000	30.680	18.200	31.915	20.150	4.275	2.308	2.008	8.585	-0.127	0.055	0.015	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	44.000	27.755	21.905	27.820	25.545	5.782	3.641	3.610	20.876	-0.076	-0.065	NaN	44.000	28.535	20.735	30.290	25.415	4.831	4.998	4.998	24.146	0.024	NaN	-0.023	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	44.000	25.545	24.375	23.920	26.845	8.303	2.957	2.704	22.447	-0.411	NaN	0.469	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	48.000	16.055	18.980	11.570	19.825	11.572	4.564	4.558	52.741	-1.483	0.012	1.490	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	72.000	23.725	21.385	16.835	27.690	7.596	9.339	8.544	64.900	0.222	NaN	-0.184	89.000	25.545	22.425	21.385	29.965	8.107	8.611	8.388	68.006	-0.229	-0.057	0.145	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	103.000	21.190	21.385	15.340	23.920	7.356	6.376	4.979	36.631	-0.083	0.181	0.368
45	44.000	45.000	23.075	14.885	21.515	12.155	5.119	3.144	2.318	11.864	0.199	0.032	0.048	45.000	15.340	15.080	7.085	13.715	12.684	8.367	8.354	105.959	2.108	-0.075	-2.190	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	45.000	30.810	18.135	31.785	20.020	3.322	2.122	1.798	5.974	-0.210	-0.175	0.002	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	45.000	27.755	21.710	27.820	25.480	5.269	3.771	3.765	19.836	0.155	-0.065	-0.195	45.000	28.665	20.930	30.225	25.545	4.542	4.872	4.803	21.814	-0.195	0.102	0.226	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	45.000	25.610	24.310	23.920	26.845	8.206	3.047	2.912	23.892	0.208	NaN	-0.090	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	49.000	16.770	18.850	11.505	19.890	10.515	5.367	5.360	56.366	0.803	0.076	-0.727	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	73.000	24.375	20.995	16.900	27.560	7.014	9.949	8.777	61.562	0.233	-0.135	-0.746	90.000	25.610	22.425	21.320	30.225	8.040	8.902	8.608	69.206	0.219	0.259	-0.031	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	104.000	22.035	20.930	15.470	23.920	6.436	7.214	5.062	32.583	0.083	-0.118	-0.958
46	45.000	46.000	23.075	14.885	21.645	12.220	4.310	3.024	2.360	10.174	0.043	-0.119	NaN	46.000	13.520	14.690	7.085	13.715	13.651	6.508	6.508	88.839	-1.846	NaN	1.858	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	46.000	30.615	17.485	31.785	19.955	3.689	2.733	1.743	6.430	-0.055	-0.059	-0.671	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	46.000	27.755	21.450	27.885	25.480	4.927	4.032	4.006	19.739	0.241	0.002	-0.260	46.000	28.665	20.930	30.225	25.610	4.648	4.933	4.930	22.916	0.127	0.062	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	46.000	25.480	24.375	23.855	26.910	7.954	3.011	2.804	22.308	-0.107	0.090	0.125	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	50.000	16.770	18.850	11.505	19.890	10.237	5.367	5.366	54.933	0.006	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	74.000	24.570	20.735	17.030	27.430	6.870	10.083	8.911	61.216	0.134	-0.184	-0.318	91.000	25.545	22.490	21.255	30.160	8.027	8.788	8.537	68.530	-0.070	-0.025	0.088	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	105.000	21.905	21.060	15.405	23.920	6.559	7.101	4.883	32.026	-0.179	0.059	0.171
47	46.000	47.000	23.010	14.690	21.580	12.155	3.896	2.911	2.388	9.303	0.028	0.089	0.202	47.000	12.480	14.495	7.085	13.715	14.166	5.451	5.451	77.216	-1.057	NaN	1.057	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	47.000	30.615	17.290	31.720	19.955	4.195	2.885	1.657	6.950	-0.086	-0.025	-0.180	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	47.000	27.690	21.385	27.820	25.415	5.140	4.032	3.954	20.322	-0.052	-0.067	-0.067	47.000	28.665	20.800	30.225	25.545	4.913	4.995	4.950	24.319	0.020	-0.062	-0.123	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	47.000	25.285	24.700	23.985	26.780	8.411	2.453	2.248	18.911	-0.556	-0.179	0.379	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	51.000	17.030	18.785	11.375	19.890	10.627	5.762	5.749	61.094	0.383	0.128	-0.268	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	75.000	24.700	20.670	17.095	27.300	6.809	10.089	8.889	60.523	-0.022	-0.134	-0.141	92.000	25.545	22.620	21.385	29.965	8.143	8.441	8.231	67.025	-0.307	-0.234	0.113	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	106.000	22.165	20.930	15.210	23.855	6.228	7.545	4.956	30.864	0.073	0.155	-0.290
48	47.000	48.000	22.945	14.560	21.645	12.155	4.671	2.734	2.082	9.726	-0.306	-0.031	0.145	48.000	13.975	14.755	7.020	13.715	13.409	7.032	7.028	94.230	1.577	0.064	-1.517	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	48.000	30.680	17.420	31.720	19.890	3.577	2.680	1.791	6.405	0.134	-0.060	0.145	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	48.000	27.690	21.580	27.885	25.220	5.344	3.645	3.645	19.477	-0.309	-0.191	0.195	48.000	28.730	21.060	30.290	25.415	5.018	4.626	4.619	23.178	-0.331	-0.100	0.267	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	48.000	25.350	24.505	23.985	26.845	8.482	2.709	2.591	21.978	0.343	0.056	-0.201	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	52.000	16.705	18.785	11.310	19.955	10.376	5.520	5.513	57.198	-0.236	0.077	0.318	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	76.000	24.700	20.735	17.290	27.105	6.687	9.772	8.609	57.570	-0.280	-0.275	0.042	93.000	25.610	22.490	21.385	29.965	8.056	8.586	8.294	66.818	0.064	NaN	-0.145	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	107.000	22.035	21.060	15.210	23.855	6.983	7.375	5.749	40.146	0.794	NaN	0.170
49	48.000	49.000	22.880	14.690	21.580	12.155	4.406	2.849	2.143	9.443	0.061	0.030	-0.086	49.000	13.325	14.625	7.085	13.650	13.754	6.316	6.313	86.824	-0.715	-0.054	0.662	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	49.000	30.615	17.225	31.785	20.020	3.752	3.030	1.813	6.802	0.022	0.145	-0.205	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	49.000	27.755	21.645	27.885	25.090	5.387	3.447	3.428	18.463	-0.217	-0.130	0.067	49.000	28.730	21.190	30.290	25.480	5.181	4.565	4.565	23.652	-0.054	0.061	0.122	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	49.000	25.350	24.570	23.985	26.780	8.413	2.598	2.432	20.462	-0.159	-0.055	0.055	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	53.000	17.095	18.655	11.375	19.955	10.531	5.866	5.864	61.753	0.351	-0.063	-0.409	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	77.000	24.440	20.930	17.225	27.170	6.892	9.539	8.712	60.041	0.104	0.092	0.324	94.000	25.545	22.555	21.450	29.900	8.088	8.409	8.097	65.488	-0.197	-0.088	0.088	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	108.000	22.100	20.930	15.080	23.855	7.040	7.605	5.936	41.789	0.187	0.120	-0.110
50	49.000	50.000	22.945	14.690	21.580	12.090	4.332	2.937	2.418	10.474	0.274	0.058	-0.030	50.000	12.935	14.560	7.020	13.650	14.010	5.985	5.985	83.845	-0.328	0.064	0.395	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	50.000	30.615	17.485	31.785	19.955	3.914	2.733	1.639	6.414	-0.174	-0.059	0.235	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	50.000	27.690	21.840	27.885	24.765	5.215	2.931	2.914	15.197	-0.513	-0.324	0.190	50.000	28.665	21.125	30.290	25.350	4.805	4.527	4.524	21.738	-0.041	-0.121	-0.084	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	50.000	25.415	24.570	23.985	26.780	7.983	2.632	2.422	19.334	-0.010	NaN	-0.035	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	54.000	17.355	18.655	11.375	19.955	10.091	6.120	6.113	61.685	0.249	NaN	-0.254	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	78.000	24.635	20.800	17.225	27.170	6.897	9.772	8.826	60.874	0.114	NaN	-0.233	95.000	25.545	22.555	21.450	29.900	8.135	8.409	8.148	66.286	0.051	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	109.000	22.295	20.865	15.145	23.790	6.545	7.725	4.735	30.990	-1.201	-0.085	-0.205
