dT	T (0)	dT (0)	Base Mean (0)	Base Local Background (0)	Body Mean (0)	Proj Mean (0)	Tip Mean (0)	Tip Th Mean (0)	Tip Local Background (0)	Length (0)	dL (0)	DCTM (0)	DCBM (0)	T (1)	dT (1)	Base Mean (1)	Base Local Background (1)	Body Mean (1)	Proj Mean (1)	Tip Mean (1)	Tip Th Mean (1)	Tip Local Background (1)	Length (1)	dL (1)	DCTM (1)	DCBM (1)	T (2)	dT (2)	Base Mean (2)	Base Local Background (2)	Body Mean (2)	Proj Mean (2)	Tip Mean (2)	Tip Th Mean (2)	Tip Local Background (2)	Length (2)	dL (2)	DCTM (2)	DCBM (2)	T (3)	dT (3)	Base Mean (3)	Base Local Background (3)	Body Mean (3)	Proj Mean (3)	Tip Mean (3)	Tip Th Mean (3)	Tip Local Background (3)	Length (3)	dL (3)	DCTM (3)	DCBM (3)	T (4)	dT (4)	Base Mean (4)	Base Local Background (4)	Body Mean (4)	Proj Mean (4)	Tip Mean (4)	Tip Th Mean (4)	Tip Local Background (4)	Length (4)	dL (4)	DCTM (4)	DCBM (4)	T (5)	dT (5)	Base Mean (5)	Base Local Background (5)	Body Mean (5)	Proj Mean (5)	Tip Mean (5)	Tip Th Mean (5)	Tip Local Background (5)	Length (5)	dL (5)	DCTM (5)	DCBM (5)	T (6)	dT (6)	Base Mean (6)	Base Local Background (6)	Body Mean (6)	Proj Mean (6)	Tip Mean (6)	Tip Th Mean (6)	Tip Local Background (6)	Length (6)	dL (6)	DCTM (6)	DCBM (6)	T (7)	dT (7)	Base Mean (7)	Base Local Background (7)	Body Mean (7)	Proj Mean (7)	Tip Mean (7)	Tip Th Mean (7)	Tip Local Background (7)	Length (7)	dL (7)	DCTM (7)	DCBM (7)	T (8)	dT (8)	Base Mean (8)	Base Local Background (8)	Body Mean (8)	Proj Mean (8)	Tip Mean (8)	Tip Th Mean (8)	Tip Local Background (8)	Length (8)	dL (8)	DCTM (8)	DCBM (8)	T (9)	dT (9)	Base Mean (9)	Base Local Background (9)	Body Mean (9)	Proj Mean (9)	Tip Mean (9)	Tip Th Mean (9)	Tip Local Background (9)	Length (9)	dL (9)	DCTM (9)	DCBM (9)	T (10)	dT (10)	Base Mean (10)	Base Local Background (10)	Body Mean (10)	Proj Mean (10)	Tip Mean (10)	Tip Th Mean (10)	Tip Local Background (10)	Length (10)	dL (10)	DCTM (10)	DCBM (10)	T (11)	dT (11)	Base Mean (11)	Base Local Background (11)	Body Mean (11)	Proj Mean (11)	Tip Mean (11)	Tip Th Mean (11)	Tip Local Background (11)	Length (11)	dL (11)	DCTM (11)	DCBM (11)	T (12)	dT (12)	Base Mean (12)	Base Local Background (12)	Body Mean (12)	Proj Mean (12)	Tip Mean (12)	Tip Th Mean (12)	Tip Local Background (12)	Length (12)	dL (12)	DCTM (12)	DCBM (12)	T (13)	dT (13)	Base Mean (13)	Base Local Background (13)	Body Mean (13)	Proj Mean (13)	Tip Mean (13)	Tip Th Mean (13)	Tip Local Background (13)	Length (13)	dL (13)	DCTM (13)	DCBM (13)	T (14)	dT (14)	Base Mean (14)	Base Local Background (14)	Body Mean (14)	Proj Mean (14)	Tip Mean (14)	Tip Th Mean (14)	Tip Local Background (14)	Length (14)	dL (14)	DCTM (14)	DCBM (14)	T (15)	dT (15)	Base Mean (15)	Base Local Background (15)	Body Mean (15)	Proj Mean (15)	Tip Mean (15)	Tip Th Mean (15)	Tip Local Background (15)	Length (15)	dL (15)	DCTM (15)	DCBM (15)	T (16)	dT (16)	Base Mean (16)	Base Local Background (16)	Body Mean (16)	Proj Mean (16)	Tip Mean (16)	Tip Th Mean (16)	Tip Local Background (16)	Length (16)	dL (16)	DCTM (16)	DCBM (16)	T (17)	dT (17)	Base Mean (17)	Base Local Background (17)	Body Mean (17)	Proj Mean (17)	Tip Mean (17)	Tip Th Mean (17)	Tip Local Background (17)	Length (17)	dL (17)	DCTM (17)	DCBM (17)	T (18)	dT (18)	Base Mean (18)	Base Local Background (18)	Body Mean (18)	Proj Mean (18)	Tip Mean (18)	Tip Th Mean (18)	Tip Local Background (18)	Length (18)	dL (18)	DCTM (18)	DCBM (18)	T (19)	dT (19)	Base Mean (19)	Base Local Background (19)	Body Mean (19)	Proj Mean (19)	Tip Mean (19)	Tip Th Mean (19)	Tip Local Background (19)	Length (19)	dL (19)	DCTM (19)	DCBM (19)	T (20)	dT (20)	Base Mean (20)	Base Local Background (20)	Body Mean (20)	Proj Mean (20)	Tip Mean (20)	Tip Th Mean (20)	Tip Local Background (20)	Length (20)	dL (20)	DCTM (20)	DCBM (20)
10.000	11.000	10.000	183.680	148.273	374.893	131.215	117.759	122.696	112.747	3.824	-0.092	-0.092	-0.089	11.000	10.000	151.062	122.943	374.893	132.662	113.767	118.316	107.400	8.308	0.306	0.030	-0.203	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11.000	10.000	233.115	182.095	374.893	153.720	127.345	139.611	118.423	2.369	0.065	0.000	-0.004	11.000	10.000	176.107	142.411	374.893	162.062	161.231	180.833	137.514	0.522	-0.468	0.018	0.397	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11.000	10.000	180.714	149.556	374.893	144.353	128.033	139.625	120.083	1.708	0.038	0.000	0.000	11.000	10.000	174.615	147.612	374.893	139.034	128.929	142.333	116.414	2.203	-0.046	0.000	0.083	11.000	10.000	163.367	135.220	374.893	137.658	122.929	128.333	117.767	2.123	-0.452	0.052	0.519	11.000	10.000	161.931	144.761	374.893	136.847	119.839	127.850	115.497	3.628	-0.322	-0.056	0.356	11.000	10.000	171.143	151.266	374.893	133.398	117.679	127.600	108.676	6.582	-0.203	-0.000	0.175	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	15.000	10.000	163.700	147.949	372.154	133.362	122.500	128.800	110.980	3.200	0.314	0.127	-0.065	19.000	10.000	175.562	147.258	370.663	143.435	127.000	138.333	113.000	3.455	0.027	0.123	0.061	20.000	10.000	179.154	154.775	374.203	140.113	125.355	134.238	110.772	3.754	0.241	0.159	-0.053	27.000	10.000	159.321	139.828	359.507	128.201	117.000	121.000	113.343	3.559	-0.173	-0.267	-0.042	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	39.000	10.000	183.333	149.980	362.723	144.304	123.571	126.629	115.397	2.353	-0.349	0.048	0.463	56.000	10.000	167.828	144.125	352.292	143.192	119.875	126.333	107.669	6.386	2.208	0.785	-1.255	67.000	10.000	163.036	136.027	356.226	133.942	121.903	133.636	111.589	2.487	0.127	0.087	-0.087	70.000	10.000	179.143	155.535	356.894	148.298	121.862	129.381	113.458	3.479	0.758	0.287	-0.325
11.000	12.000	11.000	193.269	152.658	376.465	137.497	124.333	128.840	110.000	3.851	0.027	-0.000	-0.048	12.000	11.000	148.576	125.583	376.465	137.091	116.071	120.667	107.483	8.281	-0.027	-0.064	-0.064	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12.000	11.000	209.043	195.569	376.465	150.676	129.966	143.750	122.910	2.104	-0.265	-0.234	0.042	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12.000	11.000	172.938	148.233	376.465	144.238	133.900	145.333	119.439	1.762	0.054	0.130	0.130	12.000	11.000	176.167	154.719	376.465	139.177	123.400	134.300	115.143	2.490	0.287	0.084	-0.084	12.000	11.000	171.040	130.744	376.465	140.299	132.320	142.500	116.843	1.331	-0.793	-0.000	0.650	12.000	11.000	181.656	158.823	376.465	142.861	124.500	142.000	117.534	4.098	0.471	0.056	-0.379	12.000	11.000	184.000	153.386	376.465	133.152	117.207	122.682	109.252	6.674	0.092	-0.000	-0.088	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16.000	11.000	159.920	145.875	377.060	133.399	117.968	130.583	109.580	3.471	0.271	0.195	-0.195	20.000	11.000	178.692	146.976	374.203	142.238	127.375	137.250	110.096	3.677	0.222	0.204	-0.030	21.000	11.000	183.520	152.986	370.996	139.576	121.194	127.833	113.286	3.827	0.073	-0.000	-0.107	28.000	11.000	159.643	141.769	360.535	129.606	115.917	121.625	112.993	3.422	-0.138	-0.223	-0.105	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	40.000	11.000	161.000	140.056	363.242	132.206	119.517	129.692	105.782	5.506	3.152	3.807	0.589	57.000	11.000	170.300	147.674	352.788	140.894	116.222	122.333	109.558	6.983	0.598	0.112	-0.376	68.000	11.000	158.963	136.040	356.691	131.765	120.067	129.438	112.137	2.804	0.317	0.061	-0.220	71.000	11.000	180.250	159.619	356.302	147.322	125.724	134.222	111.646	3.984	0.506	0.288	-0.198
12.000	13.000	12.000	182.125	152.467	375.027	133.052	117.793	122.789	111.473	3.759	-0.092	-0.000	0.086	13.000	12.000	148.793	122.443	375.027	135.803	117.500	127.500	108.921	6.911	-1.370	-0.116	1.134	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	13.000	12.000	197.571	164.119	375.027	152.823	129.900	138.318	121.291	2.123	0.019	-0.033	-0.023	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	13.000	12.000	177.192	149.783	375.027	143.977	130.800	139.857	119.792	1.800	0.038	0.130	0.065	13.000	12.000	178.037	153.518	375.027	142.853	127.214	135.059	115.177	2.471	-0.019	0.061	0.000	13.000	12.000	170.793	126.978	375.027	144.889	142.967	159.933	121.511	0.683	-0.648	-0.046	0.643	13.000	12.000	176.276	159.725	375.027	140.322	124.484	132.316	117.607	3.942	-0.157	-0.056	0.056	13.000	12.000	182.333	159.508	375.027	134.798	118.250	126.941	108.083	6.601	-0.073	0.058	0.087	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17.000	12.000	157.259	144.207	374.355	137.017	121.000	129.941	108.747	3.877	0.406	0.195	-0.130	21.000	12.000	186.312	147.517	370.996	139.271	118.567	127.056	110.597	4.075	0.398	0.232	-0.058	22.000	12.000	183.000	156.356	372.626	139.215	119.714	128.647	111.277	4.030	0.203	0.038	-0.181	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	41.000	12.000	163.714	138.426	365.169	133.174	119.250	125.895	108.701	5.923	0.417	0.096	-0.184	58.000	12.000	178.407	153.817	353.165	141.477	115.357	122.238	107.090	7.749	0.766	0.201	-0.581	69.000	12.000	158.233	131.500	357.230	129.814	120.000	128.333	112.169	2.869	0.065	-0.000	-0.061	72.000	12.000	188.812	163.635	355.457	147.870	125.333	135.000	110.954	4.474	0.490	0.234	-0.234
13.000	14.000	13.000	195.214	158.937	374.402	134.412	122.000	129.857	111.517	3.889	0.130	-0.092	-0.180	14.000	13.000	145.552	122.248	374.402	132.915	119.967	133.500	109.673	5.660	-1.251	-0.192	0.930	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	14.000	13.000	218.214	172.590	374.402	158.136	129.071	138.812	121.817	2.116	-0.008	0.000	-0.057	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	14.000	13.000	192.355	148.000	374.402	146.953	128.567	139.842	116.270	2.041	0.241	0.264	0.000	14.000	13.000	175.654	139.767	374.402	139.473	122.097	128.808	115.370	2.211	-0.260	0.206	0.433	14.000	13.000	160.750	125.081	374.402	141.000	141.000	156.625	123.306	0.375	-0.307	0.174	0.378	14.000	13.000	180.346	157.887	374.402	140.965	123.621	131.000	117.289	3.804	-0.138	-0.000	0.145	14.000	13.000	182.759	151.300	374.402	133.815	114.667	123.500	109.671	6.452	-0.149	-0.000	0.115	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	18.000	13.000	178.724	150.038	373.754	138.152	120.969	131.538	110.787	4.294	0.417	0.068	-0.323	22.000	13.000	182.308	144.566	372.626	139.914	126.533	140.385	108.172	4.094	0.019	0.145	0.087	23.000	13.000	183.931	158.659	372.200	139.226	117.793	128.900	110.156	4.474	0.444	0.109	-0.164	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	42.000	13.000	163.500	135.308	361.114	137.298	120.214	131.583	108.056	5.800	-0.122	0.184	0.184	59.000	13.000	188.767	151.806	353.551	145.644	121.600	138.800	107.060	8.366	0.617	0.147	-0.408	70.000	13.000	155.033	128.611	356.894	126.827	117.182	121.120	111.980	3.052	0.184	0.230	0.060	73.000	13.000	192.552	173.300	356.483	145.982	120.875	130.737	111.655	4.991	0.517	0.199	-0.289
14.000	15.000	14.000	186.375	163.080	372.154	134.658	114.120	123.833	111.260	3.943	0.054	0.092	-0.006	15.000	14.000	145.161	117.394	372.154	129.752	118.074	129.556	106.393	5.067	-0.593	0.192	0.791	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	15.000	14.000	213.793	173.093	372.154	157.484	135.233	147.600	123.441	2.089	-0.027	-0.056	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	15.000	14.000	167.625	144.901	372.154	143.024	128.667	141.143	118.538	1.827	-0.214	0.129	0.442	15.000	14.000	172.967	140.713	372.154	140.306	127.969	137.357	115.232	2.146	-0.065	0.121	0.302	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	15.000	14.000	172.407	158.210	372.154	142.536	124.517	130.750	117.261	3.628	-0.176	-0.000	0.145	15.000	14.000	185.731	156.232	372.154	136.561	120.433	128.636	109.253	6.479	0.027	0.031	-0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	19.000	14.000	169.103	145.000	370.663	137.101	121.200	129.000	111.082	4.424	0.130	0.156	0.005	23.000	14.000	173.862	142.809	372.200	138.330	123.100	143.200	108.879	4.224	0.130	0.093	-0.000	24.000	14.000	184.750	158.000	366.891	142.290	121.806	135.800	110.781	4.807	0.333	0.090	-0.180	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	43.000	14.000	167.594	141.412	362.669	135.466	118.464	130.778	107.707	6.049	0.249	0.092	-0.049	60.000	14.000	177.156	148.774	353.556	141.173	124.613	137.917	106.074	8.549	0.184	0.175	0.088	71.000	14.000	161.290	129.414	356.302	129.037	114.571	122.750	108.925	3.358	0.306	0.306	-0.000	74.000	14.000	174.414	156.124	355.989	139.771	123.452	133.059	110.728	4.872	-0.119	0.145	0.301
15.000	16.000	15.000	197.500	168.667	377.060	136.902	117.759	124.160	111.118	4.130	0.187	0.042	-0.058	16.000	15.000	152.828	130.313	377.060	136.405	118.733	124.278	105.735	7.837	2.769	0.204	-2.384	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16.000	15.000	216.586	178.299	377.060	155.134	133.516	141.913	121.953	2.253	0.165	0.056	-0.033	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16.000	15.000	192.519	160.641	377.060	151.696	126.200	136.471	117.993	2.263	0.436	0.137	-0.387	16.000	15.000	183.290	141.931	377.060	143.669	130.700	134.143	117.380	1.943	-0.203	-0.032	0.145	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16.000	15.000	178.640	159.810	377.060	145.639	124.690	136.316	118.601	3.831	0.203	0.056	-0.145	16.000	15.000	183.345	160.600	377.060	138.094	118.276	126.846	110.710	6.479	0.000	-0.088	-0.031	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	20.000	15.000	174.536	142.961	374.203	136.854	120.815	130.071	108.804	4.627	0.203	0.194	-0.065	24.000	15.000	184.103	142.202	366.891	141.702	124.517	139.615	109.259	4.465	0.241	0.204	-0.027	25.000	15.000	180.000	157.429	367.880	140.679	121.429	133.286	111.566	4.845	0.038	-0.000	-0.076	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	44.000	15.000	167.394	145.567	358.532	134.927	118.821	128.077	107.570	6.444	0.395	0.137	-0.318	61.000	15.000	166.069	138.230	353.041	135.113	116.448	127.933	107.535	8.014	-0.536	0.058	0.494	72.000	15.000	157.154	129.217	355.457	129.830	121.375	140.800	109.342	3.442	0.084	0.267	0.144	75.000	15.000	217.353	189.954	356.334	149.096	127.607	139.769	111.357	6.192	1.320	0.234	-0.959
16.000	17.000	16.000	203.724	169.672	374.355	136.953	116.552	128.000	112.743	4.176	0.046	-0.091	-0.102	17.000	16.000	148.069	123.919	374.355	135.523	118.179	123.211	105.890	7.986	0.149	0.192	-0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17.000	16.000	203.966	168.169	374.355	153.587	133.194	145.125	122.514	2.150	-0.103	0.055	0.110	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17.000	16.000	189.704	156.139	374.355	147.336	126.633	140.000	116.324	2.263	0.000	0.192	0.245	17.000	16.000	164.600	138.740	374.355	138.479	127.500	136.632	117.137	1.572	-0.371	0.030	0.348	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17.000	16.000	160.793	147.811	374.355	140.538	124.688	132.476	117.347	3.230	-0.601	0.035	0.668	17.000	16.000	191.367	157.135	374.355	137.706	117.276	125.875	109.676	6.471	-0.008	0.057	0.057	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	21.000	16.000	169.630	144.117	370.996	135.393	122.656	129.069	108.780	4.887	0.260	0.127	-0.062	25.000	16.000	179.138	147.782	367.880	137.646	120.750	130.000	110.106	4.565	0.100	0.152	0.033	26.000	16.000	167.913	156.429	361.303	139.302	122.833	131.750	111.503	4.696	-0.149	-0.000	0.019	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	45.000	16.000	171.032	146.938	359.500	133.612	116.750	124.429	106.828	6.838	0.395	0.184	-0.229	62.000	16.000	175.788	141.088	354.623	135.067	119.250	126.438	106.462	8.817	0.804	0.203	-0.494	73.000	16.000	156.647	134.743	356.483	126.587	117.148	122.864	109.563	4.043	0.601	0.206	-0.288	76.000	16.000	218.290	185.372	357.666	148.678	121.586	132.059	112.042	6.441	0.249	0.145	-0.123
17.000	18.000	17.000	200.964	165.220	373.754	136.252	120.714	130.333	110.611	4.149	-0.027	-0.039	-0.052	18.000	17.000	148.839	122.057	373.754	133.067	120.677	127.174	106.059	6.984	-1.002	0.076	1.122	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	18.000	17.000	218.962	177.636	373.754	156.004	130.367	138.880	121.858	2.123	-0.027	-0.053	0.014	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	18.000	17.000	185.379	158.261	373.754	146.344	127.800	137.647	115.007	2.531	0.268	0.267	0.010	18.000	17.000	171.000	145.191	373.754	143.862	130.226	141.842	116.653	1.748	0.176	0.059	-0.119	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	18.000	17.000	190.963	172.125	373.754	147.158	128.516	138.562	117.724	4.007	0.777	-0.000	-0.813	18.000	17.000	193.607	161.515	373.754	139.205	118.250	126.500	109.855	6.433	-0.038	-0.000	0.025	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	22.000	17.000	170.552	147.640	372.626	133.593	117.900	133.333	108.979	5.074	0.187	0.072	-0.061	26.000	17.000	171.655	147.404	361.303	137.000	120.250	130.909	109.000	4.741	0.176	0.209	0.037	27.000	17.000	183.393	153.014	359.507	139.982	121.200	128.450	115.312	4.902	0.206	-0.045	-0.177	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	46.000	17.000	193.222	163.602	357.636	137.759	121.071	130.133	106.432	7.658	0.819	0.184	-0.551	63.000	17.000	194.483	145.853	355.751	137.223	122.679	127.667	107.966	9.001	0.184	0.058	-0.175	74.000	17.000	154.710	134.513	355.989	125.853	115.700	120.667	109.880	4.376	0.333	0.144	-0.185	77.000	17.000	217.032	181.893	356.100	147.885	121.724	132.938	110.345	6.644	0.203	0.145	-0.000
18.000	19.000	18.000	206.200	163.286	370.663	141.450	119.724	138.125	111.034	4.344	0.195	-0.000	-0.091	19.000	18.000	135.788	117.918	370.663	126.631	117.733	128.000	106.946	4.846	-2.138	0.064	2.052	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	19.000	18.000	210.393	176.453	370.663	156.364	133.750	149.900	121.667	2.150	0.027	0.091	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	19.000	18.000	194.704	161.486	370.663	151.592	127.833	135.421	114.979	2.921	0.390	0.203	-0.203	19.000	18.000	166.280	143.149	370.663	147.074	126.286	134.474	116.107	1.981	0.233	0.183	-0.122	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	19.000	18.000	188.759	176.065	370.663	149.554	126.306	134.440	119.803	4.144	0.138	-0.000	-0.000	19.000	18.000	187.481	166.182	370.663	139.861	126.519	135.688	111.594	6.387	-0.046	-0.057	-0.057	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	23.000	18.000	165.308	144.652	372.200	133.994	121.088	135.071	108.026	5.231	0.157	0.126	-0.068	27.000	18.000	170.364	134.198	359.507	136.603	120.433	123.792	106.586	4.284	-0.456	0.123	0.617	28.000	18.000	179.759	147.963	360.535	140.314	119.964	133.417	112.592	4.531	-0.371	-0.145	0.168	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	47.000	18.000	172.714	156.047	355.487	133.083	118.321	123.571	108.986	7.206	-0.452	-0.000	0.276	64.000	18.000	186.059	148.634	355.068	134.624	119.800	133.800	109.020	9.242	0.241	-0.000	-0.203	75.000	18.000	151.250	131.312	356.334	126.991	115.607	124.769	111.218	4.544	0.168	0.026	-0.062	78.000	18.000	212.062	183.507	356.674	145.291	123.000	130.043	110.007	6.985	0.341	0.234	-0.056
19.000	20.000	19.000	202.920	160.831	374.203	140.107	122.207	128.556	112.673	4.195	-0.149	-0.039	-0.000	20.000	19.000	146.242	120.056	374.203	133.732	117.679	122.762	105.521	6.976	2.131	0.192	-1.849	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	20.000	19.000	194.654	169.741	374.203	152.572	131.414	144.667	122.734	2.020	-0.130	0.000	0.101	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	20.000	19.000	188.966	159.482	374.203	145.149	122.323	131.643	112.610	3.132	0.211	0.267	0.075	20.000	19.000	187.515	154.160	374.203	155.286	127.581	140.278	116.224	2.636	0.655	0.061	-0.373	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	20.000	19.000	195.784	168.358	374.203	149.550	127.774	134.810	120.098	4.052	-0.092	-0.000	0.007	20.000	19.000	192.714	168.097	374.203	137.177	115.966	123.733	111.637	6.525	0.138	-0.000	-0.057	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	24.000	19.000	164.483	136.207	366.891	135.198	118.406	127.571	108.519	5.258	0.027	0.195	0.197	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	29.000	19.000	181.586	156.500	360.166	138.502	123.207	134.167	112.132	4.474	-0.057	-0.054	-0.003	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	48.000	19.000	188.265	157.597	354.602	139.034	121.741	132.636	107.327	7.923	0.716	0.092	-0.552	65.000	19.000	185.125	157.042	356.294	135.708	120.321	127.850	109.361	9.610	0.368	-0.058	-0.378	76.000	19.000	157.179	133.386	357.666	125.088	113.276	119.111	109.600	4.834	0.290	0.300	-0.063	79.000	19.000	223.906	182.557	355.672	147.135	121.821	131.471	109.420	7.437	0.452	0.234	-0.034
